,title,region,version,crc32,status,Project Lunar Version,notes,EXTRA FILES,,,,,,,,,,,,,,,,,
,James Bond 007 - The Duel,Europe,,291A3E4B,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,James Bond 007 - The Duel,USA,,4E614548,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,James Pond - Underwater Agent,"USA, Europe",,D0E7B466,Works,1.0.7251.17961,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,James Pond 3,"USA, Europe",,26F64B2A,Has problems,1.0.7251.17961,"Each draw layer after the title screen contains a grid of 2 pixel colored squares in both foreground and background, gameplay runs flawlessly only a graphical issue.",,,,,,,,,,,,,,,,,,
,James Pond II,"Japan, Korea",,98794702,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,James Pond II - Codename - Robocod,"USA, Europe",,F4ABEDBA,Works,1.0.7251.17961,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Jammit,USA,,D91B52B8,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Janou Touryuumon,Japan,,B5EF97C6,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Jantei Monogatari,Japan,,8A1B19AD,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Jashin Draxos,"Japan, Korea",,1EA07AF2,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Jennifer Capriati Tennis,USA,,AB2ABC8E,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Jeopardy!,USA,,56CFF3F1,Works,1.0.7251.17961,,,,,,,,,,,,,,,,,,,
,Jeopardy! - Deluxe Edition,USA,,25E2F9D2,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jeopardy! - Sports Edition,USA,,13F924D2,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jerry Glanville's Pigskin Footbrawl,USA,,E7F48D30,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jewel Master,Japan,,2CF6926C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jewel Master,"USA, Europe",,CEE98813,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Jimmy White's Whirlwind Snooker,Europe,,0AEF5B1F,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Joe & Mac,USA,,85BCC1C7,Has problems,1.0.7251.40474,,,,,,,,,,,,,,,,,,,
,Joe Montana Football,World,,8AA6A1DD,Has problems,1.0.7251.40474,Force USA (NTSC) | audio Lag,,,,,,,,,,,,,,,,,,
,Joe Montana II Sports Talk Football,World,,F2363A4A,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Joe Montana II Sports Talk Football,World,Rev A,A45DA893,Works,1.0.7251.40474,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,John Madden Football,"USA, Europe",,90FB8818,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,John Madden Football,"USA, Europe",Sega Channel,E361DB13,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,John Madden Football - Championship Edition,USA,,CA534B1A,Doesn't Work,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,John Madden Football - Pro Football,Japan,,0460611C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,John Madden Football '92,"USA, Europe",,046E3945,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,John Madden Football '93,"USA, Europe",,CA323B3E,Doesn't Work,1.0.7251.41832,Black screen on load,,,,,,,,,,,,,,,,,,
,John Madden Football '93,"USA, Europe",h1C,DDC986CA,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,John Madden Football '93,"USA, Europe",h2C,E3727070,Doesn't work,1.0.29.29057,Redscreen,,,,,,,,,,,,,,,,,,
,John Madden Football '93 - Championship Edition,USA,f1,A65D694B,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,John Madden Football '93 - Championship Edition,USA,b1+c,730C190F,Works with patch,1.0.31.34721,,,,,,,,,,,,,,,,,,,
,Jordan vs Bird,"USA, Europe",,22D77E6D,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Jordan vs Bird,"USA, Europe",Rev A,4D3DDD7C,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Jordan vs Bird - One on One,Japan,,8837E896,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Journey from Darkness - Strider Returns,USA,,42589B79,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Judge Dredd,World,,EA342ED8,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,JuJu Densetsu,Japan,,D09B1EF1,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Junction,"Japan, USA",,94CDCE8D,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,"Jungle Book, The",Europe,,B9709A99,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,"Jungle Book, The",USA,,3FB6D92E,Works,,,,,,,,,,,,,,,,,,,,
,Jungle Strike,"USA, Europe",,A5D29735,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Jungle Strike - Uketsugareta Kyouki,Japan,,BA7A870B,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jurassic Park,Europe,,448341F6,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jurassic Park,Japan,,EC8E5783,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Jurassic Park,USA,,7B31DEEF,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Jurassic Park,Europe,Sega Channel,64B8BEB5,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Jurassic Park,USA,Sega Channel,B44968E7,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Jurassic Park - Rampage Edition,"USA, Europe",,98B4AA1B,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Justice League Task Force,World,,2A60EBE9,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Juuouki,Japan,,1B7C96C0,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Juuouki,Japan,Rev A,B2233E87,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Juusou Kihei Leynos,Japan,,81A2C800,Doesn't Work,1.0.7251.41832,E4: Please Shutdown,,,,,,,,,,,,,,,,,,
,Juusou Kihei Leynos,Japan,Virtual Console,AF5018F6,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Ka-Ge-Ki,Japan,,391866A1,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Ka-Ge-Ki - Fists of Steel,USA,,EFFC0FA6,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Kawasaki Superbike Challenge,"USA, Europe",,631CC8E9,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Kick Boxing, The","Japan, Korea",,9BDC230C,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Kick Off 3 - European Challenge,Europe,,BC37401A,Works,1.0.7253.41616,Downscaled screen,,,,,,,,,,,,,,,,,,
,Kid Chameleon,"USA, Europe",,CE36E6CC,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Kidou Keisatsu Patlabor - 98-Shiki Kidou Seyo!,Japan,,21A0E749,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,"Killing Game Show, The",Japan,,B8E7668A,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,King of the Monsters,Europe,,7A94FD49,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,King of the Monsters,USA,,F390D406,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,King of the Monsters,Japan,,3AF7E74E,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,King of the Monsters 2,USA,,EE1638AC,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,King Salmon,Japan,,2CFC9F61,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,King Salmon - The Big Catch,USA,,F516E7D9,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,King's Bounty - The Conqueror's Quest,"USA, Europe",,AA68A92E,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Kishi Densetsu,Japan,,22E1F04A,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Kiss Shot,Japan,SegaNet,E487088C,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Klax,Japan,Namco,1AFCC1DA,Doesn't Work,1.0.7251.41832,E4: Please Shutdown,,,,,,,,,,,,,,,,,,
,Klax,"USA, Europe",Tengen,248CD09E,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Koutetsu Teikoku,Japan,,755D0B8A,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Krusty's Super Fun House,"USA, Europe",,F764005E,Works,1.0.7251.41832,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Krusty's Super Fun House,"USA, Europe",Rev A,56976261,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Kujaku Ou 2 - Geneijou,Japan,,AFFD56BC,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Kuuga - Operation Code 'Vapor Trail',Japan,,83B6B6BA,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Kyuukai Douchuuki,Japan,,DE48DCE3,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Kyuukyoku Tiger,Japan,,61276D21,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,La Russa Baseball 95,"USA, Australia",,3F848A92,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Lakers versus Celtics and the NBA Playoffs,"USA, Europe",,0E33FC75,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Landstalker,USA,Sega Channel,8866FB16,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Landstalker,USA,,FBBB5B97,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Landstalker - Die Schatze von Konig Nolo,Germany,,10FEDB8F,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Landstalker - Koutei no Zaihou,Japan,,60D4CEDB,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Landstalker - Le Tresor du Roi Nole,France,,5DE7D917,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Landstalker - The Treasures of King Nole,Europe,,E3C65277,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Langrisser,Japan,,B6EA5016,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Langrisser II,Japan,,7F891DFC,Has problems,1.0.7253.41616,Audio glitches,,,,,,,,,,,,,,,,,,
,Langrisser II,Japan,Rev A,0CAA0593,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Langrisser II,Japan,Rev B,4967C9F9,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Last Action Hero,"USA, Europe",,15357DDE,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Last Battle,"USA, Europe, Korea",,BBFAAD77,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Lawnmower Man, The","USA, Europe",,A7CACD59,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Legend of Galahad, The ~ Galahad","USA, Europe",,679557BC,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,"Legende de Thor, La",France,,B97CCA1C,Works,1.0.7255.29577,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Lemmings,Europe,,6A1A4579,Works,1.0.7253.41616,Downscaled screen,,,,,,,,,,,,,,,,,,
,Lemmings,"Japan, USA, Korea",Rev A,68C70362,Has Problems,1.0.7253.41616,Graphical glitches/Image flicker,,,,,,,,,,,,,,,,,,
,Lemmings,"Japan, USA",,F015C2AD,Has Problems,1.0.7255.29577,Graphical Glisthes on Status Bar,,,,,,,,,,,,,,,,,,
,Lemmings 2 - The Tribes,Europe,,741EB624,Works,,,,,,,,,,,,,,,,,,,,
,Lemmings 2 - The Tribes,USA,,DE59A3A3,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Lethal Enforcers,Europe,,CA2BF99D,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Lethal Enforcers,Japan,,F25F1E49,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Lethal Enforcers,USA,,51D9A84A,Works,,,,,,,,,,,,,,,,,,,,
,Lethal Enforcers II - Gun Fighters,Europe,,4BFE045C,Works,,Downscaled screen,,,,,,,,,,,,,,,,,,
,Lethal Enforcers II - Gun Fighters,USA,,E5FDD28B,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,LHX Attack Chopper,Japan,,224FF103,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,LHX Attack Chopper,"USA, Europe",,70C3428D,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Liberty or Death,USA,,2ADB0364,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Light Crusader,Europe,,52C7252B,Works,1.0.7255.29577,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Light Crusader,Japan,,237076A4,Works,1.0.7255.29577,Force Japan Region (NTSC) or it will Region lock,,,,,,,,,,,,,,,,,,
,Light Crusader,Korea,,6D0CBCB2,Works,1.0.7255.29577,Force Japan Region (NTSC) or it will Region lock,,,,,,,,,,,,,,,,,,
,Light Crusader,USA,,BEB715DC,Works,1.0.7255.29577,,,,,,,,,,,,,,,,,,,
,Lightening Force - Quest for the Darkstar,USA,,C8F8C0E0,Works,,,,,,,,,,,,,,,,,,,,
,"Lion King, The",World,,5696A5BC,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Lord Monarch - Tokoton Sentou Densetsu,Japan,,238BF5DB,Works,,,,,,,,,,,,,,,,,,,,
,"Lost Vikings, The",Europe,,1F14EFC6,Works,,,,,,,,,,,,,,,,,,,,
,"Lost Vikings, The",USA,,7BA49EDB,Works,,,,,,,,,,,,,,,,,,,,
,"Lost Vikings, The",USA,,63729B74,Works,,,,,,,,,,,,,,,,,,,,
,"Lost World, The - Jurassic Park","USA, Europe",,140A284C,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Lotus II,"USA, Europe",,1D8EE010,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Lotus Turbo Challenge,"USA, Europe",,A3CF6E9C,Works,,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,M-1 Abrams Battle Tank,"USA, Europe",,1E2F74CF,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Madden NFL '94,"USA, Europe",,D14B811B,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Madden NFL 95,"USA, Europe",,DB0BE0C2,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Madden NFL 96,"USA, Europe",,F126918B,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Madden NFL 97,"USA, Europe",,C4B4E112,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Madden NFL 98,USA,,E051EA62,Works with patch,1.0.31.34721,,,,,,,,,,,,,,,,,,,
,Madden NFL 98,USA,h1C,89758098,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Madden NFL 98,USA,h2C,815C9E6A,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Madden NFL 98,USA,h3C,21C4A9A7,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Madou Monogatari I,Japan,,DD82C401,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,"Magic School Bus, The - Space Exploration Game",USA,,1A5D4412,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Magical Hat no Buttobi Turbo! Daibouken,Japan,,E43E853D,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Magical Taruruuto-kun,Japan,,F11060A5,Works,,,,,,,,,,,,,,,,,,,,
,Mahjong Cop Ryuu - Shiro Ookami no Yabou,Japan,,1CCBC782,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mamono Hunter Yohko - Makai Kara no Tenkosei,Japan,h1C,3EEE9151,Doesn't work,1.0.29.29057,Blackscreen after initial panel,,,,,,,,,,,,,,,,,,
,Mamono Hunter Yohko - Makai Kara no Tenkosei,Japan,h2C,CE9BB556,Doesn't Work,1.0.29.29057,Blackscreen after initial panel,,,,,,,,,,,,,,,,,,
,Mamono Hunter Yohko - Makai Kara no Tenkosei,Japan,p1,8892C7A4,Doesn't Work,1.0.29.29057,E4: Please Shutdown,,,,,,,,,,,,,,,,,,
,Mamono Hunter Yohko - Makai Kara no Tenkosei,Japan,t1,06283468,Doesn't Work,1.0.29.29057,Blackscreen after initial panel,,,,,,,,,,,,,,,,,,
,Mamono Hunter Yohko - Makai Kara no Tenkosei,Japan,t1+C,9F2C7935,Doesn't Work,1.0.29.29057,Blackscreen after initial panel,,,,,,,,,,,,,,,,,,
,Mamono Hunter Yohko - Makai Kara no Tenkosei,Japan,t2,BA65C72F,Doesn't Work,1.0.29.29057,Blackscreen after initial panel,,,,,,,,,,,,,,,,,,
,Mamono Hunter Youko - Dai 7 no Keishou,Japan,,10BB359B,Doesn't Work,1.0.7253.41616,black screen after press start,,,,,,,,,,,,,,,,,,
,Man Overboard!,Europe,,CAE0E3A6,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Maou Renjishi,Japan,,24A7F28C,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Marble Madness,"USA, Europe",,79EBA28A,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Marble Madness,Japan,,775BC464,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mario Andretti Racing,"USA, Europe",,7F1DC0AA,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mario Lemieux Hockey,"USA, Europe",,F664EB6C,Doesn't Work,1.0.7253.41616,black screen,,,,,,,,,,,,,,,,,,
,Mario Lemieux Hockey,"USA, Europe",h1C,54BC4E14,Doesn't work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Mario Lemieux Hockey,"USA, Europe",p1,ADDD2C3D,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Marko,USA,,2B8C8CCE,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Marko's Magic Football,Europe,,2307B905,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Marsupilami,Europe,,E09BBD70,Works,1.0.7253.41616,Force Europe Region (PAL) or it will Region lock,,,,,,,,,,,,,,,,,,
,Marsupilami,USA,,C76558DF,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Marvel Land,Japan,,5D162D21,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Marvel Land,USA,,CD7EEEB7,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mary Shelley's Frankenstein,USA,,48993DC3,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Master of Monsters,Japan,,D51EE8C2,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Master of Monsters,USA,,91354820,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Master of Weapon,Japan,,12AD6178,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Maten no Soumetsu,Japan,,B804A105,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Math Blaster - Episode 1,USA,,D055A462,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mazin Saga,Asia,,36459B59,Doesn't Work,1.0.7253.41616,Locks up on level 1,,,,,,,,,,,,,,,,,,
,Mazin Saga,"Japan, Korea",,45B3A34B,Doesn't Work,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mazin Saga - Mutant Fighter,USA,,1BD9FEF1,Has problems,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mazin Wars,Europe,,4B07A105,Doesn't Work,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,McDonald's Treasure Land Adventure,Europe,,6AB6A8DA,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,McDonald's Treasure Land Adventure,Japan,,FEBCFD06,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,McDonald's Treasure Land Adventure,USA,,04EF4899,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Medal City,Japan,SegaNet,3EF4135D,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega 6 Vol. 3,Europe,,FE3E7E4F,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Bomberman,"Europe, Korea",,54AB3BEB,Works,1.0.7253.41616,Force Europe (PAL) to fullscreen,,,,,,,,,,,,,,,,,,
,Mega Bomberman,USA,,4BD6667D,Unplayable,1.0.7253.41616,Freezes on damaging final boss,,,,,,,,,,,,,,,,,,
,Mega Games 2,Europe,,30D59F2F,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Games 3,"Europe, Asia",,B4247D98,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Games 6,Europe,,B66FB80D,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Games 6 Vol. 2,Europe,,E8D10DB9,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Games I,Europe,,DB753224,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega lo Mania,Japan,,A60D8619,Doesn't Work,1.0.7253.41616,hangs on black screen with music after game setup,,,,,,,,,,,,,,,,,,
,Mega Lo Mania,Europe,hI+C,DD151395,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,Mega Lo Mania,Europe,hI,72E74ABE,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,Mega Lo Mania,Europe,Rev01,AB9FED30,Works,1.0.29.29057,,,,,,,,,,,,,,,,,,,
,Mega Man - The Wily Wars,Europe,,DCF6E8B2,Works,1.0.7253.41616,Downscaled screen,,,,,,,,,,,,,,,,,,
,Mega SWIV,Europe,,78C2F046,Works,1.0.7253.41616,Downscaled screen,,,,,,,,,,,,,,,,,,
,Mega Turrican,Europe,,B1D15D0F,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Turrican,USA,,FE898CC9,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega Turrican ,"USA, Europe",Virtual Console,11326504,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mega-lo-Mania,Europe,,2148D56D,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mega-lo-Mania,France,,3B3231ED,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,MegaMind,Japan,SegaNet,76DF2AE2,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,MegaPanel,Japan,,6240F579,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,MegaTrax,Japan,,A0837741,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Menacer 6-Game Cartridge,"USA, Europe",,936B85F7,Doesn't Work,1.0.7253.41616,locks up on game selection screen,,,,,,,,,,,,,,,,,,
,Menacer 6-in-1 Game Pack,"USA, Europe",h1C,EFB63DF6,Doesn't Work,1.0.29.29057,Needs menacer,,,,,,,,,,,,,,,,,,
,Metal Fangs,Japan,,A8DF1C4C,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Michael Jackson's Moonwalker,World,,6A70791B,Works,1.0.7253.41616,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Michael Jackson's Moonwalker,World,Rev A,11CE1F9E,Works,1.0.7255.29577,Force USA (NTSC),,,,,,,,,,,,,,,,,,
,Mick & Mack as the Global Gladiators,USA,,40F17BB3,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mickey Mania,Europe,,CB5A8B85,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Mickey Mania - The Timeless Adventures of Mickey Mouse,Japan,,23180CF7,Works,1.0.7255.29577,Force Japan Region (NTSC) or it will Region lock,,,,,,,,,,,,,,,,,,
,Mickey Mania - The Timeless Adventures of Mickey Mouse,USA,,629E5963,Has Problems,1.0.7255.29577,Has graphical issues and slowdown on the 3d moose chase levels. Can be tested using the level demonstration on the title screen.,,,,,,,,,,,,,,,,,,
,Mickey's Ultimate Challenge,USA,,30B512EE,Works,1.0.7253.41616,,,,,,,,,,,,,,,,,,,
,Micro Machines,Europe,,7FFBD1AD,Works,1.0.7251.41832,Image is downscaled,,,,,,,,,,,,,,,,,,
,Micro Machines,Europe,Alt 2,50081A0B,Works,1.0.7251.41832,Image is downscaled,,,,,,,,,,,,,,,,,,
,Micro Machines,Europe,Alt 1,E5CF560D,Works,1.0.7251.41832,Image is downscaled,,,,,,,,,,,,,,,,,,
,Micro Machines,USA,,54E4CFF1,Works,1.0.7251.41832,Image is downscaled,,,,,,,,,,,,,,,,,,
,Micro Machines,USA,Alt 1,82FE2D3F,Works,1.0.7251.41832,,,,,,,,,,,,,,,,,,,
,Micro Machines - Turbo Tournament '96,Europe,h1C,66F93FF0,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines - Turbo Tournament '96,Europe,h2C,BF3BBEEE,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines - Turbo Tournament '96,Europe,x,3137B3C4,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines - Turbo Tournament '96,Europe,h1C,74FF1139,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines - Turbo Tournament '96,Europe,h2C,9E5840A5,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines 2 - Turbo Tournament,Europe,J-Cart,42BFB7EB,Works with patch,1.0.31.34721,,,,,,,,,,,,,,,,,,,
,Micro Machines 2 - Turbo Tournament,Europe,,01C22A5D,Doesn't Work,1.0.7251.41832,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines 2 - Turbo Tournament,Europe,h1C,42482CB3,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines 2 - Turbo Tournament,Europe,h2C,A2D138A0,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines 2 - Turbo Tournament,Europe,h3C,B1759D95,Doesn't Work,1.0.29.29057,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines Military,Europe,J-Cart,B3ABB15E,Works with patch,1.0.7251.41832,Blackscreen,,,,,,,,,,,,,,,,,,
,Micro Machines Military - It's a Blast!,Europe,h1C,E2279979,Works with patch,1.0.31.34721,,,,,,,,,,,,,,,,,,,
